0017A_MAU41_MWH , (JOHNSTON WEST   ) ,  -N-       NONE ,104000,104000,104000,105000,104000,105000,7,1000,4285, 7750 / 62000 ,12.50%,  ,  ,
0017A_MAU41EX_MWH , (JOHNSTON WEST   ) ,  -N-       NONE ,61000,61000,61000,61000,61000,61000, NO CHANGE IN POWER OUTPUT ,0,0, 0 / 62000 ,0.00%,  ,  ,
0017A_MAUG1_MWH , (JOHNSTON WEST   ) ,  -N-       NONE ,163000,163000,163000,165000,163000,165000,7,2000,8571, 15500 / 62000 ,25.00%,62000, ,
0018_AH02_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,54000,54000,56000,56000,54000,56000,14,2000,4285, 15500 / 54250 ,28.57%,  ,  ,
0018_AH03_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,195000,195000,196000,197000,195000,197000,14,2000,4285, 15500 / 54250 ,28.57%,  ,  ,
0018_AH04_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,138000,138000,139000,139000,138000,139000,14,1000,2142, 7750 / 54250 ,14.29%,  ,  ,
0018_AH05_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,7000,7000,7000,7000,7000,7000, NO CHANGE IN POWER OUTPUT ,0,0, 0 / 54250 ,0.00%,  ,  ,
0018_AH07_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,27000,27000,27000,27000,27000,27000, NO CHANGE IN POWER OUTPUT ,0,0, 0 / 54250 ,0.00%,  ,  ,
0018_AH08_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,29000,29000,30000,30000,29000,30000,14,1000,2142, 7750 / 54250 ,14.29%,  ,  ,
0018_AH09_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,19000,19000,20000,20000,19000,20000,14,1000,2142, 7750 / 54250 ,14.29%,54250, ,
0018_BHP1_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,37000,37000,37000,37000,37000,37000, NO CHANGE IN POWER OUTPUT ,0,0, 0 / 0 ,0.00%,0, ,
0018_CP1_MWH , (WFSU TV/FM      ) ,  -N-       NONE ,72000,72000,74000,74000,72000,74000,14,2000,4285, 15500 / 23250 ,66.67%,  ,  ,
